Title,URL,Description,Publication Icon,Not Safe For Work,Categories,Member Count,Show Member Count,Monthly Recurring Revenue (MRR),Show MRR,Ghost Rank,Featured,Feature Image,Text Color,Background Color,Accent Color,Language,MRR Members Rank,MRR Members Diff Rank,Show Iframe,Object ID,Created At,Updated At
Savings as a Service,https://www.savingsasaservice.com.au/,Energy bill savings updates and advice from the Bill Hero team every month,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1699050498016-Savings-as-a-Service---Revue--1200---1200-px--1-.png?width=75&height=75&resize=contain,False,['house & home'],13990,True,7K,True,26726653,False,,,,#ff9f1d,en,83110.466044,305,True,adef30e4-0b1b-4cc1-abbd-8cf893a6975a,1666928840,1751271842
Vickery Place Neighborhood Association,https://www.vickeryplace.com/,Vickery Place Neighborhood Association | Dallas Texas,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1707263609954-VPNA-site-QRCode-image.png?width=75&height=75&resize=contain,False,['house & home'],808,True,33,True,29411608,False,,,,#572D85,en,1138,0,True,5611cb99-3864-4e59-9f07-391bbc6c331c,1707263611,1707154761
perPETual blog,https://perpetual.care/,"Empowering cosmpolitan pet owners to stay on top of their pet's care, in Berlin, Germany or wherever in the world they are.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1709068965969-paw-a--peau---favicon-1.png?width=75&height=75&resize=contain,False,['house & home'],820,True,,False,6293326,False,,,,#0ac0ab,en,820,0,False,ef477902-a0f3-4723-bdc0-8a1e74a45cac,1709068968,1707066865
Clear The Space... Feel The Rush!,https://clearthespace.com/,"Connie Ellefson shares over 15 years of experience in working with others to declutter and downsize their lives. ""Connie’s passion for simplicity is infectious.""",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1751925475235-logo.jpg?width=75&height=75&resize=contain,False,['house & home'],473,True,,False,8624649,False,,,,#2b00ff,en,473,0,False,d23f0069-c884-48bc-86e2-9f83f1a37f33,1751925476,1726935549
Constructor - Build A Better New Home,https://www.constructor.net.au/,"Explore everything about new house construction—key considerations, the process, and quality management. Build a smarter, longer-lasting home with our expert insights.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1746326746783-toolbox-1.png?width=75&height=75&resize=contain,False,['house & home'],178,True,,False,23431038,False,,,,#4bc15d,en,178,8,True,65fd8df9-226b-49d1-8692-679625c362a5,1692848366,1754170121
Guy with an eye,https://www.guywithaneye.ca/,"Get tips on enjoying your home more from Guy Koolhof, collector of mid-century design and lover of interior style. The smallest things make the biggest difference. Find out how!",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1666919444793-icon-test.png?width=75&height=75&resize=contain,False,['house & home'],88,True,,False,107845924,False,,,,#FF1A75,en,88,40,True,e0b6a65d-e2f4-4fe6-8a6d-103aeaafac24,1666919446,1753891940
Colwynn Garden Design,https://colwynn.ghost.io/,A Garden Design Blog for Homeowners and Budding Garden Designers to learn about all aspects of designing a home garden.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1706135644312-favicon.ico?width=75&height=75&resize=contain,False,['house & home'],77,True,,False,133359459,False,,,,#1a40ff,en,77,0,True,3b14dce8-cc54-4ed7-9611-3ba4ea2927e1,1697575995,1741304664
Dan's Orchid House,https://www.dansorchidhouse.com/,"Your go-to resource for orchid care, sharing tips and showcasing rare and unique varieties. Perfect for enthusiasts at every level!",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1736627046947-Dan-s-Orchid-House--450---450px-.png?width=75&height=75&resize=contain,False,['house & home'],65,True,0,True,299098555,False,,,,#6a49b6,en,65,0,True,8bfed893-14d2-4e6a-ae71-652e410df2d4,1736627048,1736573581
The ShopBroker Community Digest,https://blog.shopbroker.ca/,"Discover safe local commerce tips, customer success stories, exclusive insights on secure transactions, and news updates in the ShopBroker Community Digest.",https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1751738569826-favicon-circle.webp?width=75&height=75&resize=contain,False,['house & home'],44,True,0,True,11499953,False,,,,#008080,en,44,0,True,d4da4a44-2fac-47f4-8cf1-d46baf75bf71,1751738570,1751735943
That Corgi Blog,https://www.thatcorgiblog.com/,Your guide to the best corgi care. The ultimate corgi blog to discover how to love and care for your dog.,https://supapjpiqdfzuaordcdx.supabase.co/storage/v1/render/image/public/images/1688059415508-Dog-illustration.svg?width=75&height=75&resize=contain,False,['house & home'],44,True,0,True,142189021,False,,,,#8637a4,en,44,1,True,949afee0-90e6-495f-9dcd-5047aaa7849b,1688059416,1715264503
